parent_station,stop_id,stop_name,location_type,stop_lon,stop_lat
,node/847244293,Beherawi Theatre,0,38.7525538,9.0165395
,node/847244423,Black Lion,0,38.7521415,9.0209237
,node/4832025024,4 Kilo,0,38.7632408,9.0344007
,node/4884374622,Lamberet Terminal (Bus),0,38.8158571,9.0223057
,node/5248250425,Sar Bet (Roundabout),0,38.738182,8.9929728
,node/5330678521,Ambassador,0,38.7553162,9.0164409
,node/5736089088,Stadium,0,38.7570321,9.0120276
,node/6251054285,Mebrathail,0,38.7146778,9.0295451
,node/6307600909,Asko,0,38.6928185,9.0654733
,node/6373574986,Bole Printing Press,0,38.7718334,8.9976331
,node/6728583386,Arada,0,38.7516761,9.0331479
,node/6798927886,Kebede Wessene Rd.,0,38.8053365,8.9986049
,node/6814022390,Mexico,0,38.7444332,9.0094665
,node/6967142984,Mebrat Condominium,0,38.7438796,8.9644773
,node/6967165728,Mebrat,0,38.7486643,8.9673396
,node/6967179322,Gofa Gebriel,0,38.7491221,8.9771232
,node/6967179323,Kera (Gofa Road),0,38.7498599,8.9825519
,node/6967225474,Tewodros Square,0,38.7516602,9.0277111
,node/6967234177,German Square,0,38.732897,8.9655968
,node/6967281153,Friendship Building,0,38.7859995,8.9899905
,node/6967281241,Piassa (Downtown Cafe),0,38.7512565,9.0319356
,node/6967281242,Piassa Arada (2),0,38.7526242,9.0330123
,node/6967318740,Gojo,0,38.6217166,9.0418236
,node/7022361366,Megenagna Terminal,0,38.8026673,9.0203188
,node/7022397409,Bole Millenium,0,38.7897496,8.9885373
,node/7022397410,Bole Millenium,0,38.789886,8.9887535
,node/7022397411,Goro School,0,38.8267584,8.9937973
,node/7022397413,Summit Condominiums,0,38.8569749,8.9842709
,node/7022397414,Summit Condominiums,0,38.8570885,8.9842404
,node/7022397416,Bole Arabsa,0,38.8906061,8.9720161
,node/7022397417,Bole Arabsa,0,38.8903477,8.9732168
,node/7022397418,Aba Kiros Roundabout,0,38.8785328,9.0561234
,node/7022397420,Yeka Abado,0,38.875565,9.0689298
,node/7022397421,Yeka Abado,0,38.8756232,9.0688377
,node/7037142410,Gurara,0,38.7893816,9.0626023
,node/7037142414,Abuare Roundabout,0,38.7757967,9.026427
,node/7037142415,Abuare Roundabout,0,38.7759255,9.026504
,node/7037142417,Marathon Motor (Megenagna),0,38.8000289,9.0224201
,node/7037142419,Yeha,0,38.7836264,9.060739
,node/7037142420,Tena Tabya,0,38.7839285,9.0608445
,node/7037142421,Biret Dildiy (Bono Wuha),0,38.7811505,9.0598571
,node/7037142422,Bret Dildy (Bono Wuha),0,38.7810894,9.0599927
,node/7037142423,Atlas,0,38.7797667,9.0042786
,node/7037142424,Bole Medhanialem,0,38.7860596,8.9983386
,node/7037142426,Bole Medhanialem,0,38.7862428,8.9984556
,node/7037142427,24,0,38.800549,9.0098865
,node/7037142428,Dinberwa Hospital,0,38.7866932,9.0221273
,node/7037142430,Kokebe Tsebah School,0,38.7802113,9.0345238
,node/7037142431,Kokebe Tsebah School,0,38.7799476,9.034441
,node/7037142433,Belgium Embassy,0,38.7839469,9.031876
,node/7037142434,British Embassy,0,38.784892,9.0311083
,node/7037142435,British Embassy,0,38.7855544,9.0309087
,node/7037142436,Abebe Sook,0,38.7887162,9.0287538
,node/7037142438,Shola Gebeya,0,38.7952986,9.0250779
,node/7037142439,Yeka Michael,0,38.7961373,9.0244101
,node/7037142441,Megenagna,0,38.8021491,9.0180934
,node/7037142442,Megenagna,0,38.8017521,9.0182711
,node/7037142443,Derartu,0,38.7818414,8.8868864
,node/7037142444,Gelan Condominium,0,38.7837651,8.8856808
,node/7037142445,08 Adarash,0,38.785491,8.8844052
,node/7037142446,Meshuwalekia Akaki,0,38.7865253,8.8767985
,node/7037142448,Akaki Beretaberet,0,38.7887478,8.8738843
,node/7037142450,G7 (Tulu Dimtu),0,38.8207065,8.870907
,node/7037142454,Tulu Dimtu Unisa,0,38.8042339,8.8552763
,node/7037142455,Tulu Dimtu,0,38.8041524,8.8556159
,node/7037142456,Akaki Korkoro,0,38.7961539,8.8597556
,node/7037142459,Tulu Dimtu (Taf Gas Station),0,38.8051915,8.8688691
,node/7037142460,Arsema,0,38.8136608,8.8722685
,node/7037142461,Selam Sefer (Tapela Gar),0,38.8140262,8.8722281
,node/7037142462,Tulu Dimtu Adebabay,0,38.8201689,8.8747821
,node/7037142464,Project 12 Akababi,0,38.8218482,8.8658608
,node/7037142465,Mahiber Betoch,0,38.8148895,8.8592154
,node/7037142466,Bole Dildiy,0,38.7912061,8.9869933
,node/7037142467,Megenagna / Zefmesh,0,38.8000136,9.02034
,node/7037142469,Megenagna,0,38.8010735,9.0213214
,node/7037142470,Megenagna,0,38.8015921,9.0217137
,node/7037142471,Abysinia Cafe Area,0,38.8100422,9.0215363
,node/7037142472,Abysinia Cafe Area,0,38.810853,9.0213396
,node/7037142474,Century Mall,0,38.8132781,9.0196778
,node/7037142475,Gurd-shola,0,38.8215105,9.0187352
,node/7037142476,Menaheria,0,38.8192066,9.0239816
,node/7037142477,Menaheria,0,38.8192354,9.0238758
,node/7037142479,Gerji Mebrat Haile,0,38.814876,9.003632
,node/7037142483,Gerji Mebrat Haile,0,38.8132574,9.0037638
,node/7037142484,Lamberet,0,38.8251916,9.0253421
,node/7037183485,Lamberet Area,0,38.8271787,9.0258842
,node/7037183486,Lamberet Area,0,38.8273076,9.0260507
,node/7037183487,Lamberet Area,0,38.8271189,9.0259969
,node/7037183490,Yerer Goro,0,38.8294063,8.9913503
,node/7037183491,Yerer Goro,0,38.8292171,8.9913222
,node/7037183492,Se'alite Mihret Church,0,38.8265756,9.020263
,node/7037183493,Management Institute,0,38.82686,9.0203852
,node/7037183494,Sealite Mihret,0,38.8273219,9.0203048
,node/7037183495,Civil Service College,0,38.8342032,9.0216167
,node/7037183496,St. Michael,0,38.8414217,9.021312
,node/7037183497,St. Micheal Church,0,38.8425033,9.0215489
,node/7037183498,Salite Mihret,0,38.8331954,9.0283709
,node/7037183499,Hillside (Ethio-China Mebrathaile),0,38.8333256,9.0285264
,node/7037183501,Wessen Michael,0,38.838592,9.030459
,node/7037183502,Hanna Mariam,0,38.8316144,9.0375551
,node/7037183503,Hanna Mariam,0,38.8316246,9.0375969
,node/7037183504,Wessen,0,38.8442968,9.0330948
,node/7037183505,Wessen,0,38.8445812,9.033228
,node/7037183507,Wessen (Mariam),0,38.8446898,9.0330982
,node/7037183508,Kotebe Teachers College,0,38.8466963,9.0342084
,node/7037183509,Yabem Hotel,0,38.8533863,9.0357649
,node/7037183510,Kotebe Gebriel,0,38.8545188,9.036101
,node/7037183513,Yetebaberut,0,38.8526027,9.0201901
,node/7037183515,Yetebaberut,0,38.8539074,9.0207031
,node/7037183516,Meri,0,38.8603565,9.0207092
,node/7037183518,Meri (Yetebaberut),0,38.8610727,9.0205124
,node/7037183519,Ayat,0,38.8686047,9.0208331
,node/7037183520,Ayat Zone 2,0,38.8678248,9.0210633
,node/7037183521,Kara (Turn),0,38.8606002,9.0379427
,node/7037183523,Medhanalem Church,0,38.8640163,9.0401552
,node/7037183525,Safari,0,38.852259,9.0106828
,node/7037183527,Summit (MOHA),0,38.8520658,9.0043876
,node/7037183528,Saint Georgis,0,38.8513132,8.9955228
,node/7037183529,Tena Tabeya,0,38.860685,8.9941038
,node/7037183532,Gate 2,0,38.8582866,8.9894728
,node/7037183533,Summit Condominiums,0,38.8544474,8.9846055
,node/7037183535,Ayat Train Station,0,38.8719812,9.0213287
,node/7037183536,CMC,0,38.872594,9.0211208
,node/7037183537,Ayat Square,0,38.8767684,9.0212396
,node/7037183538,Feres Bet,0,38.8862575,9.0216916
,node/7037183539,Police Tabia,0,38.8946069,9.0170704
,node/7037183540,Tsebel,0,38.891209,9.0222555
,node/7037183541,Bono Meskid,0,38.8902931,9.0219034
,node/7037183542,Ayat Chefe Condominium,0,38.8946677,9.0113906
,node/7037183543,Ayat Chefe Condominium,0,38.8944878,9.0109368
,node/7037183545,Nebu Mikael,0,38.8767662,9.0023517
,node/7037183546,Ayat Adebabay Hulet (2),0,38.8851706,8.9965746
,node/7037183547,Bole Arabsa (3),0,38.8855436,8.9963324
,node/7037183548,Bole Arabsa (2),0,38.8851362,8.9841602
,node/7037183550,Bole Arabsa,0,38.8902717,8.9733148
,node/7037183552,Yeka Condominium 1,0,38.877919,9.0354891
,node/7037183554,Tafo Gebrael,0,38.8777819,9.0381306
,node/7037183555,Tafo Condominium 1,0,38.8779667,9.0505157
,node/7037183557,Tafo Mebrathail,0,38.8773973,9.0425957
,node/7037183558,Tafo Mebrathail,0,38.877866,9.0427743
,node/7037183559,Tafo Condominium 2,0,38.8779122,9.0465834
,node/7037183562,Kara Condominium,0,38.8705589,9.0501511
,node/7037183563,Yeka Abado,0,38.8647703,9.0666282
,node/7037183565,Sara Ampol (Gedera),0,38.8737753,9.0571811
,node/7037183567,Sara Ampol,0,38.8742538,9.0580264
,node/7037183569,Aba Kiros,0,38.8812971,9.0606875
,node/7037183570,Makefafeya,0,38.8841651,9.0630654
,node/7037183571,Gari Tera,0,38.8892044,9.0670494
,node/7037183572,CCD,0,38.8938058,9.0707009
,node/7037183573,140,0,38.8952147,9.0718221
,node/7037183574,Legedadi Mission,0,38.9074861,9.0818058
,node/7037183575,Legedadi Mission,0,38.90832,9.0821737
,node/7041052894,Selam Building,0,38.7771574,8.8832831
,node/7041052895,Gojo Hotel,0,38.7768265,8.8910809
,node/7041052896,Kality Meneharia,0,38.7717989,8.8958584
,node/7041052897,Cheralia Factory,0,38.7668359,8.9029458
,node/7041052898,Cheralia Factory,0,38.7667452,8.9029223
,node/7041052900,Kality Gebriel,0,38.7638335,8.9113422
,node/7041052901,Kality Prison,0,38.7633399,8.912466
,node/7041052912,Hana Maryam,0,38.7416641,8.928137
,node/7041052914,Tabelew,0,38.6590102,8.9274906
,node/7041052915,Ubedi Academy,0,38.6548173,8.9244259
,node/7041052916,Alem Gena,0,38.6526472,8.9230001
,node/7041052917,Alem Gena,0,38.652656,8.9229882
,node/7041052918,Mama,0,38.6465912,8.9213858
,node/7041052927,Mekanisa (Old Revenues Office),0,38.73129,8.9683942
,node/7041052928,German Square,0,38.7327236,8.9656974
,node/7041052932,Gebriel Bridge,0,38.7324437,8.9556239
,node/7041052934,Gebriel Bridge,0,38.7327233,8.955596
,node/7041052935,Mebrathile (EEPCo),0,38.7339608,8.9469471
,node/7041052936,Mekanisa School,0,38.7341955,8.9790248
,node/7041052937,Abo,0,38.7339384,8.9785916
,node/7041052938,Sheged Hotel,0,38.7246092,8.973373
,node/7041052939,Jemo Michael,0,38.720836,8.9673959
,node/7041052940,Jemo Michael,0,38.7209392,8.966996
,node/7041052942,Jemo YBP (All Mart),0,38.7152564,8.9614893
,node/7041052944,Jemmo 1,0,38.7123763,8.9606358
,node/7041052945,Jemmo 1,0,38.7124284,8.9604074
,node/7041052946,Mestawet Fabrica,0,38.7084697,8.9595125
,node/7041052948,Mestawet Fabrica,0,38.7059934,8.958513
,node/7041052949,Jemo 3,0,38.6992718,8.9564
,node/7041052950,Jemmo 3,0,38.6985348,8.9556244
,node/7041052951,Zenebework,0,38.7077567,8.9866742
,node/7041052952,Welete Maryam,0,38.6713097,8.9611777
,node/7041052953,Mickael Bridge,0,38.7272059,8.9657858
,node/7041052954,Gerar,0,38.689429,8.9813447
,node/7041052955,Repi (Gerar),0,38.6851955,8.9794179
,node/7041052957,Gebre Kirstos,0,38.7220154,8.9773403
,node/7041052958,Bisrate Gebrael,0,38.7228933,8.9884304
,node/7041052959,Gofa Gebriel (2),0,38.7488548,8.9753751
,node/7041052960,Gofa Gebriel,0,38.7490217,8.9771139
,node/7041052963,Bole Mickael,0,38.7772221,8.9816131
,node/7041052965,MOHA (Pepsi Factory),0,38.7560783,8.9822682
,node/7041052969,Gotera (Oilibiya),0,38.7600125,8.9762662
,node/7041052970,Gotera (Oilibiya),0,38.7598239,8.976182
,node/7041052975,St. Joseph Church,0,38.7620577,8.9697308
,node/7041052977,kadisco Building,0,38.7627885,8.9659447
,node/7041052978,kadisco Building,0,38.762999,8.965927
,node/7041052979,Kadisco,0,38.7630788,8.9637596
,node/7041052980,Adey Abeba,0,38.7640609,8.9583017
,node/7041052982,Adey Abeba,0,38.7638459,8.9582595
,node/7041071286,Saris (CBE),0,38.7635583,8.9528662
,node/7041071287,Saris (CBE/Shoa Bakery),0,38.7633266,8.9527596
,node/7041071289,Abo Junction,0,38.7661044,8.9450003
,node/7041071290,Abo Junction,0,38.7663069,8.9450733
,node/7041071291,Customs (Train Station),0,38.763132,8.9380959
,node/7041071295,Kality Maseltegna,0,38.766627,8.9323275
,node/7041071296,Wehalemat,0,38.7681692,8.9298173
,node/7041071342,Bulgaria Mazoria,0,38.7478244,8.9950292
,node/7041071344,Begtera,0,38.7475059,8.9971703
,node/7041071347,AU (Mikael) Rounrdabout,0,38.7394459,8.9990638
,node/7041071348,AU (Mikael) Rounrdabout,0,38.7395945,8.9990569
,node/7041071350,Bulgaria,0,38.7478465,8.9937942
,node/7041071352,Global Hotel,0,38.7595772,8.9941475
,node/7041071353,Global Hotel,0,38.7598183,8.9941836
,node/7041071354,Beklo Bet (Global),0,38.7596352,8.9953383
,node/7041071355,Tele Garage,0,38.7584812,9.000141
,node/7041071356,Riche,0,38.7586986,9.0043253
,node/7041071359,6th (Raddison Blu),0,38.7669535,9.0166957
,node/7041071360,Filweha (Hotsprings),0,38.7572645,9.017718
,node/7041071362,Filweha (Hotsprings),0,38.7570579,9.0175554
,node/7041071363,Ghion Hotel (Enterance),0,38.7574492,9.0137609
,node/7041071364,Ghion Hotel (Enterance),0,38.7576145,9.0138328
,node/7041071367,St. Joseph School,0,38.7591876,9.0098008
,node/7041071370,St. Joseph School,0,38.7592761,9.0104995
,node/7041071371,Admas University College,0,38.7590434,9.0105316
,node/7041071372,Lalibela Hotel,0,38.7570112,9.0118612
,node/7041071374,Stadium,0,38.7560438,9.0121294
,node/7041071376,Legehar,0,38.7545386,9.011849
,node/7041071377,Legehar,0,38.7539285,9.0117857
,node/7041071378,Legehar (Old Train Station),0,38.7533069,9.0109604
,node/7041071380,Mexico,0,38.7461963,9.0097755
,node/7041071382,African Union,0,38.7414166,9.0031416
,node/7041071383,Popolare,0,38.7423863,9.0053059
,node/7041071384,Guenet Hotel,0,38.7466748,9.0046908
,node/7041071385,Guenet Hotel,0,38.74694,9.0032786
,node/7041071388,Abenet,0,38.7334947,9.0214263
,node/7041071389,Lideta Condominium,0,38.7345522,9.0132791
,node/7041071390,Darmar,0,38.7348248,9.0157856
,node/7041071391,Coca Cola,0,38.7294714,9.0159169
,node/7041071392,Austria Embassy,0,38.7278809,8.9939406
,node/7041071393,Mechare Meda,0,38.727499,8.9936591
,node/7041071395,3 Kutir Mazoriya (Total),0,38.7152417,8.9925902
,node/7041071397,Minaye Building,0,38.7184074,8.995414
,node/7041071399,Old Airport (Mobil),0,38.7191221,8.9998642
,node/7041071400,Tor Hailoch,0,38.7206897,9.0099949
,node/7041071401,Keranio Mewcha,0,38.7100309,9.0133411
,node/7041071402,Holand,0,38.7159484,9.0213057
,node/7041071403,Meseret Edget,0,38.714954,9.0245409
,node/7041071404,Teklehaymanot,0,38.7440603,9.0278226
,node/7041071405,Kebele 11,0,38.7458014,9.0247481
,node/7041071406,Tewodros Square,0,38.75166,9.0262634
,node/7041071407,Tewodros Square,0,38.7517909,9.0263826
,node/7041071411,Black Lion,0,38.7521859,9.0218352
,node/7041071414,National Theatre,0,38.751592,9.0158768
,node/7041071415,National Theatre,0,38.7513097,9.0156938
,node/7041071416,A.A. Commercial College,0,38.7494881,9.0139102
,node/7041071418,A.A. Commercial College,0,38.7495568,9.0138228
,node/7041071419,Buna Ena Shay,0,38.7490599,9.0114261
,node/7041071420,Buna Ena Shay,0,38.7479733,9.0105922
,node/7041071423,Mexico Shebelle Hotel,0,38.7468862,9.0119916
,node/7041071425,TVET College (Tegbare'd),0,38.7429038,9.0105894
,node/7041071429,Federal Police (Tegbare'd),0,38.7426638,9.0103865
,node/7041071430,Lideta (Balcha Hospital),0,38.738603,9.0109303
,node/7041071431,Lideta (Balcha Hospital),0,38.7385604,9.0111161
,node/7041071432,Lideta Condominium,0,38.7377815,9.011233
,node/7041071433,Lideta Tsebel,0,38.733822,9.0041706
,node/7041071434,Dessie Hotel,0,38.7338119,9.0093091
,node/7041071435,High Court,0,38.7342297,9.0108572
,node/7041071437,Lideta High Court,0,38.733431,9.0115829
,node/7041071439,Hintsa College,0,38.7293132,9.0121559
,node/7041071441,Coca Cafe,0,38.7292339,9.0119411
,node/7041071444,Mekonenoch (Golf) Club,0,38.7265458,9.011282
,node/7041071446,Tor Hailoch Junction,0,38.7220202,9.0115616
,node/7041071447,Torhailoch,0,38.7216866,9.0119442
,node/7041071448,Tor Hailoch,0,38.7206478,9.0139112
,node/7041071449,Tor Hailoch,0,38.7209168,9.013939
,node/7041071450,Keranio Bridge,0,38.7089411,9.0194506
,node/7041071451,Medhanialem,0,38.7049748,9.0175679
,node/7041071452,Keranio Adebabay,0,38.7006446,9.0176634
,node/7041071453,Kokebe,0,38.6994971,9.0180779
,node/7041071454,Yeshi Debele,0,38.6954056,9.0195382
,node/7041071455,Yeshi Debele,0,38.6957701,9.0190748
,node/7041071456,Mariam,0,38.6884518,9.0231539
,node/7041071458,Anfo Meda,0,38.6742682,9.021983
,node/7041071459,St. Urael Church,0,38.7752596,9.0110433
,node/7041071461,Salcost Apartments (NOC),0,38.766397,9.0104908
,node/7041071462,St. Estifanos Church,0,38.7626376,9.0118738
,node/7041071464,St. Gebriel,0,38.7675809,9.0199107
,node/7041071465,Zenebewerk Hotel,0,38.7680315,9.0193852
,node/7041071466,Meles Zenawi Foundation,0,38.7715231,9.0206693
,node/7041071468,Azmari Bet (Traditional Music Club),0,38.770643,9.0194316
,node/7041071469,Kazanchis (6th),0,38.7702335,9.0166401
,node/7041071471,Hilton Hotel (Apartments),0,38.7638714,9.0196382
,node/7041071473,Women Square,0,38.7772342,9.0233468
,node/7041071474,Women Square,0,38.7771738,9.0234508
,node/7041071475,Aware Bridge,0,38.7765755,9.0244322
,node/7041071479,Arat Kilo,0,38.7633615,9.0319312
,node/7041071480,Arat Kilo,0,38.7652099,9.0321438
,node/7041071481,Bel Air,0,38.7728461,9.032458
,node/7041071482,Addis View Hotel,0,38.7730493,9.0324918
,node/7041071483,Menelik II Hospital,0,38.7730556,9.0385857
,node/7041071484,Menlik Hospital,0,38.7719268,9.0388201
,node/7041071579,Piassa Arada,0,38.7522029,9.0365871
,node/7041071580,Piassa Arada,0,38.7524445,9.0363947
,node/7041071592,Piassa Arada,0,38.7523326,9.0354239
,node/7041071594,Habtegiorgis Bridge,0,38.7491242,9.0352553
,node/7041071595,Kurtu Building,0,38.7438917,9.0343899
,node/7041071596,Kurtu Building,0,38.7437548,9.0341887
,node/7041071597,Pharmacy,0,38.7434135,9.0343321
,node/7041071598,Gojam Berenda,0,38.737968,9.0343947
,node/7041071599,Autobis Tera (3),0,38.7337775,9.0342308
,node/7041071600,Autobus Tera,0,38.7298446,9.03371
,node/7041071601,Darsema Grosery,0,38.7294433,9.0338533
,node/7041071604,Girum Hospital,0,38.7200106,9.04636
,node/7041071605,Woreda 7 TVET,0,38.7212396,9.0407262
,node/7041071606,Sefere Salam,0,38.7219216,9.0366318
,node/7041071607,Kolfe,0,38.7173824,9.037044
,node/7041071608,Abysinia Coffee,0,38.7164487,9.0373422
,node/7041071609,Degu Hotel,0,38.7151531,9.0338162
,node/7041071610,18 Mazoria,0,38.7130781,9.0335338
,node/7041071612,18 Mazoria,0,38.7135105,9.0335825
,node/7041071614,Luwkanda,0,38.7093322,9.0333303
,node/7041071615,Kolfe Secondary School,0,38.704541,9.0340139
,node/7041071616,Realstate,0,38.6951186,9.0327975
,node/7041071619,Police Tabiya,0,38.6888917,9.034058
,node/7041071620,Feli Doro (1),0,38.6875252,9.0342811
,node/7041071622,Feli Doro,0,38.6853297,9.0353789
,node/7041071628,Ras Mekonene Bridge (Seba Dereja),0,38.7568178,9.0389362
,node/7041071629,5 Kilo (History Museum),0,38.7625491,9.0385989
,node/7041071630,5 Kilo University,0,38.761951,9.0408311
,node/7041071633,Lion Zoo (PEPSI Kiosk),0,38.7615693,9.0427151
,node/7041071636,Yekatit 12 Hospital,0,38.7603878,9.0438891
,node/7041071637,Yeatit 12 Hospital,0,38.7593176,9.0436921
,node/7041071638,Red-Cross (St. George Total),0,38.7527639,9.0386136
,node/7041071639,St. George Church (Total),0,38.7517494,9.0386684
,node/7041071640,Semen Hotel,0,38.7488778,9.0436522
,node/7041071641,Semen Hotel,0,38.7482928,9.0446929
,node/7041071642,Kelemwerk,0,38.7461719,9.0486023
,node/7041071643,Kelemwerk,0,38.7458026,9.0488673
,node/7041071645,Tibeb Ediget School,0,38.7443439,9.0512494
,node/7041071646,Semen Mazegaga,0,38.7433813,9.0523631
,node/7041071647,Semen Mazagaja,0,38.7424925,9.0537306
,node/7041071648,Shegole Bank,0,38.7200104,9.0541015
,node/7041071649,Pawlos Hospital,0,38.7277601,9.0474202
,node/7041071650,Finance,0,38.7221677,9.0514832
,node/7041071651,Medhanialem (TOTAL),0,38.7220512,9.0513651
,node/7041071653,Finance,0,38.7201878,9.0528369
,node/7041071654,Finance,0,38.7199027,9.0531245
,node/7041071655,Winget Chaf,0,38.7149847,9.0544244
,node/7041071657,4 Menta Adebabay,0,38.7088754,9.0520588
,node/7041071658,Mikili Land,0,38.6987792,9.051327
,node/7041071659,Winget Adebabay,0,38.7137033,9.0571703
,node/7041071660,Awolia,0,38.7116367,9.0576087
,node/7041071661,Gulele Fana,0,38.7067279,9.0577975
,node/7041071662,Gulele Fana,0,38.7065488,9.0582376
,node/7041071663,Berchiko,0,38.7034077,9.0593548
,node/7041071665,Gebriel (Sansusi),0,38.69045,9.0665816
,node/7041071718,Bono Weha,0,38.7791204,9.057952
,node/7041071719,Mezan,0,38.7722233,9.053538
,node/7041071721,3rd Shaleka,0,38.7690705,9.0470252
,node/7041071723,6 Kilo (University),0,38.7615547,9.0461753
,node/7041071725,Meksaye Hizunan Medhanialem,0,38.7622054,9.0513004
,node/7041071726,Teferi Mekonen,0,38.7622236,9.052326
,node/7041071729,Sebseba Maekel,0,38.7625698,9.0541533
,node/7041071737,Eyesus,0,38.7715088,9.0649811
,node/7041071738,Hamle 19,0,38.7680987,9.0585516
,node/7041071740,Selassie,0,38.7607205,9.0692162
,node/7041071741,Sanba Nekersa-Shiromeda,0,38.7590628,9.0745256
,node/7041071742,Kuskoam,0,38.7572536,9.0777328
,node/7041071749,Dil Ber,0,38.7374397,9.0710894
,node/7041071753,Anbessa Garage (Shegole),0,38.7204079,9.0638294
,node/7041071754,Kebt Beret,0,38.7182194,9.0691617
,node/7041071755,Entoto Kela,0,38.7230011,9.0843712
,node/7041071758,Weserbi Realestate,0,38.7095299,9.1051152
,node/7041071759,Classy Water,0,38.7147037,9.1095355
,node/7041071760,Medret Hotel,0,38.7158285,9.1100449
,node/7041071761,Kburea,0,38.7300979,9.1176074
,node/7041071762,Kenenisa,0,38.7304557,9.1179357
,node/7041071763,Shefunea,0,38.7395293,9.1273122
,node/7041071764,Shefine,0,38.7397834,9.1277902
,node/7041071772,Doro Erbata,0,38.7522344,9.1339361
,node/7041071773,Abo Gabriel,0,38.7524529,9.1341343
,node/7041071774,Tulu Fati,0,38.7549356,9.1408321
